wave,tp
24103.310633406352,0.17138211599298922
24112.860305674476,0.18517599718688318
24122.410280291282,0.19903549805439608
24131.9605570843,0.21314532289296556
24141.511135881105,0.2276703254495949
24151.062016509233,0.24274754975238325
24160.61319879625,0.25848187320498106
24170.164682569695,0.27494211232069665
24179.716467657134,0.2921469774745916
24189.268553886108,0.3100543610176195
24198.82094108418,0.3285546820034592
24208.373629078895,0.3474866430917351
24217.926617697813,0.3666581704789743
24227.479906768473,0.3858551561430353
24237.033496118445,0.4048386206491661
24246.587385575272,0.4233563607480032
24256.1415749665,0.44119646651670136
24265.696064119693,0.4582010409284028
24275.250852862406,0.47423846833100874
24284.805941022176,0.48920315083419313
24294.361328426567,0.503022281851793
24303.91701490313,0.5156472165517075
24313.473000279417,0.527052499474691
24323.02928438298,0.537247414959105
24332.58586704138,0.5462637186604071
24342.14274808215,0.5541393760886397
24351.699927332866,0.5609254677883991
24361.257404621054,0.5666905491880158
24370.815179774298,0.5715169003824693
24380.373252620124,0.5754973595694591
24389.9316229861,0.5787324043596703
24399.49029069977,0.5813269064393471
24409.04925558869,0.583359907081266
24418.60851748041,0.5849043718098151
24428.168076202495,0.5860595375936282
24437.727931582474,0.5869131581169098
24447.288083447926,0.5875237220339383
24456.848531626383,0.5879628171776242
24466.409275945407,0.5883167096019948
24475.970316232553,0.5886802864081994
24485.531652315363,0.5891479592997022
24495.0932840214,0.5897906894621098
24504.65521117821,0.5906629746445198
24514.21743361335,0.5918110343433057
24523.779951154374,0.5932661482527003
24533.34276362883,0.5950375050375023
24542.90587086427,0.5971094420218969
24552.46927268825,0.5994417543868841
24562.032968928324,0.6019865211537564
24571.59695941204,0.6047010870329371
24581.16124396695,0.6075431275528862
24590.725822420613,0.6104594356017334
24600.29069460058,0.6133836760703368
24609.855860334395,0.6162456723940234
24619.421319449622,0.6189958552694491
24628.987071773798,0.6216021704743051
24638.553117134496,0.6240419759146852
24648.119455359258,0.6262928072479833
24657.686086275637,0.62832784849411
24667.253009711185,0.6301207850838029
24676.820225493455,0.6316406397375794
24686.38773345,0.6328825481538469
24695.95553340837,0.6338522577991799
24705.52362519612,0.6345439955069635
24715.09200864081,0.6349814600687992
24724.660683569982,0.6352143630053019
24734.229649811183,0.6352537774197553
24743.798907191987,0.6351044186988701
24753.36845553993,0.6347968391818911
24762.938294682568,0.6343775739678104
24772.508424447456,0.6338989620440989
24782.078844662145,0.6333930065654947
24791.64955515418,0.6329089924851174
24801.22055575113,0.6325078630639783
24810.791846280536,0.6322435039029082
24820.36342656995,0.6321701854278324
24829.93529644693,0.6323508998065537
24839.507455739033,0.6328335675147566
24849.0799042738,0.6336126392509526
24858.652641878783,0.6346554547254988
24868.225668381543,0.6359050389118499
24877.798983609635,0.6372862789637703
24887.3725873906,0.6387531198154078
24896.946479552007,0.6402736057790821
24906.52065992139,0.6417987678311665
24916.09512832631,0.6432674564809551
24925.66988459432,0.6446386353920823
24935.244928552976,0.6458966546573252
24944.820260029825,0.6470397930111131
24954.39587885242,0.6480832562366234
24963.971784848316,0.6490512939900154
24973.547977845064,0.6499760077580853
24983.12445767022,0.6508915733134956
24992.701224151333,0.6518207300053814
25002.27827711596,0.652779079738296
25011.85561639164,0.6538020981947613
25021.433241805942,0.6549167848881536
25031.011153186413,0.6561116925886549
25040.589350360602,0.6573413755609957
25050.167833156065,0.6585580985811454
25059.74660140036,0.6597459398401636
25069.325654921027,0.660887786154657
25078.904993545624,0.6619644431580906
25088.48461710171,0.662973781886227
25098.064525416827,0.6639175832587276
25107.644718318537,0.6647882671588767
25117.225195634383,0.665585049108801
25126.805957191926,0.6663291228428525
25136.38700281872,0.6670550895394327
25145.96833234231,0.6678200847795173
25155.549945590254,0.6686925061823625
25165.131842390096,0.6697187147096143
25174.714022569402,0.6709141682572778
25184.296485955714,0.6722909288674149
25193.87923237659,0.6738678216820123
25203.46226165958,0.6756250420387978
25213.045573632236,0.6775201384673325
25222.629168122116,0.6795333763789343
25232.213044956763,0.6816366169785207
25241.79720396374,0.6837885685363891
25251.38164497059,0.6859469171123433
25260.96636780488,0.6880578820488763
25270.55137229414,0.6900640219841861
25280.136658265943,0.6919161369191194
25289.72222554783,0.6935533665796568
25299.308073967364,0.6949101773682146
25308.894203352087,0.6959566951384595
25318.48061352956,0.6967187299765168
25328.06730432732,0.6972540839208967
25337.654275572942,0.6976071126564494
25347.241527093964,0.6978066645478025
25356.829058717944,0.6978762619835581
25366.41687027243,0.6978418490307562
25376.004961584982,0.6977347957120881
25385.593332483146,0.6975857294279895
25395.18198279447,0.6974176785612296
25404.77091234652,0.6972503262546711
25414.360120966845,0.6970982372446423
25423.949608482984,0.6969757346172055
25433.539374722506,0.6968928776994798
25443.129419512963,0.6968410028676023
25452.719742681893,0.6968126118138284
25462.310344056863,0.6968007965181312
25471.901223465422,0.6967896915843179
25481.492380735115,0.6967814539226861
25491.083815693502,0.696784173097062
25500.675528168136,0.6967660700450928
25510.267517986566,0.6966892537212006
25519.859784976346,0.6965262604414115
25529.45232896503,0.6962619074974143
25539.04514978017,0.695909451992158
25548.63824724932,0.6954942065729541
25558.231621200026,0.6950535756272821
25567.82527145985,0.6946540916489679
25577.41919785633,0.6943651726911304
25587.013400217038,0.6942342882259346
25596.607878369512,0.6942909474106927
25606.202632141314,0.6945532618042526
25615.797661359986,0.6950401897953251
25625.392965853094,0.6957531370521044
25634.98854544818,0.6966915493613336
25644.584399972795,0.69785184558185
25654.1805292545,0.6992211991895304
25663.77693312085,0.7007415662206703
25673.373611399387,0.7023588510476054
25682.97056391767,0.7040758765189084
25692.56779050324,0.7058881486177235
25702.16529098367,0.7077791825109332
25711.7630651865,0.7097359953296049
25721.36111293928,0.711751833220367
25730.959434069573,0.7137885097647486
25740.55802840493,0.7157599908035311
25750.156895772892,0.7176105132875653
25759.75603600102,0.7193372710800174
25769.355448916864,0.7209634693409914
25778.95513434798,0.7225592244600225
25788.555092121915,0.7242187666401269
25798.15532206623,0.7260225039140908
25807.755824008476,0.7280217394503926
25817.356597776194,0.7302455207944489
25826.957643196947,0.7327219400060556
25836.558960098293,0.7354705527797931
25846.16054830777,0.7384892312555508
25855.762407652946,0.7417643628364248
25865.364537961355,0.7452845566832935
25874.966939060563,0.7490291899837652
25884.569610778122,0.752957758667524
25894.17255294158,0.757022410962849
25903.775765378497,0.76114159224098
25913.37924791641,0.7652220744156255
